state,district,date,total_updates,mean,std,z_score
Jammu and Kashmir,Doda,2025-03-01,4639,422.7011494252874,935.0616708295108,4.5042960116488375
Telangana,Karimnagar,2025-06-01,17181,1561.7931034482758,3467.1551039484234,4.503606796238605
Uttar Pradesh,Chandauli,2025-03-01,12945,1052.8372093023256,2639.635295042569,4.5035233805378505
Bihar,Aurangabad,2025-03-01,13823,1108.3908045977012,2822.9656818397016,4.5023950812034075
Madhya Pradesh,Panna,2025-07-01,16568,1126.8850574712644,3428.5992916807386,4.502308762421493
Manipur,Tamenglong,2025-04-01,990,93.5,198.12607036691608,4.502172911603591
Gujarat,Narmada,2025-03-01,6608,472.26506024096386,1362.1186249363416,4.50124796735543
Telangana,Mahabubnagar,2025-06-01,24876,2216.465909090909,5033.35416593587,4.500981326310156
Kerala,Kasaragod,2025-05-01,11039,824.7816091954023,2268.3813685415025,4.5008822811342295
West Bengal,Paschim Bardhaman,2025-05-01,1487,118.88235294117646,302.97160843585215,4.500807342168407
Gujarat,Amreli,2025-06-01,10757,796.6744186046511,2212.8190986472196,4.499159659197865
Odisha,Baleshwar,2025-03-01,2615,244.93023255813952,525.8334513937385,4.49870781965693
Gujarat,Kachchh,2025-07-01,19913,1408.6477272727273,4113.768183500498,4.497058266107553
Karnataka,Belgaum,2025-03-01,15544,1262.1477272727273,3175.721663082911,4.495783322378697
Madhya Pradesh,Raisen,2025-07-01,18990,1356.3720930232557,3921.313141542711,4.4957215986179895
Haryana,Panchkula,2025-04-01,5774,439.63529411764705,1185.7674814937652,4.494869289111354
Haryana,Rohtak,2025-07-01,11162,883.3720930232558,2285.760694831278,4.494841952727862
Telangana,Siddipet,2025-06-01,1142,188.47674418604652,211.15484849048502,4.494468368733596
Maharashtra,Sangli,2025-03-01,26284,2623.6823529411763,5266.065960042489,4.492124804692584
Madhya Pradesh,Tikamgarh,2025-04-01,28366,1889.6,5894.855297711079,4.490680090177724
Bihar,Siwan,2025-07-01,17479,1446.0229885057472,3570.34507477271,4.489338519749351
Himachal Pradesh,Bilaspur,2025-07-01,2886,257.7176470588235,584.487252127161,4.489051372839018
Andhra Pradesh,Y. S. R,2025-05-01,1259,104.97560975609755,256.1111822419644,4.488425513744724
Punjab,Muktsar,2025-03-01,1208,103.24418604651163,245.15833712096745,4.487988612835761
Odisha,Boudh,2025-04-01,3115,285.9647058823529,629.474940820084,4.487149466143424
Madhya Pradesh,Mauganj,2025-05-01,73,12.783132530120483,12.421507893982534,4.486594795870697
Uttar Pradesh,Allahabad,2025-04-01,36917,2942.159090909091,7571.848006086276,4.486402061917185
Himachal Pradesh,Solan,2025-07-01,4476,394.9294117647059,908.7371376994412,4.485988775346223
Bihar,Buxar,2025-04-01,8334,663.1162790697674,1708.965062931396,4.4859885662108345
Andhra Pradesh,Cuddapah,2025-06-01,24568,1940.8636363636363,5043.735883187395,4.485296532380591
Uttarakhand,Tehri Garhwal,2025-07-01,5695,673.8941176470588,1118.592674743043,4.484761284728244
Uttar Pradesh,Mirzapur,2025-04-01,14747,1258.046511627907,3007.544274406797,4.483548273868015
Andhra Pradesh,Cuddapah,2025-05-01,24556,1940.8636363636363,5043.735883187395,4.482917815183524
Tamil Nadu,Pudukkottai,2025-03-01,16426,1497.7701149425288,3329.109395190103,4.4828046509881325
Andhra Pradesh,Srikakulam,2025-03-01,29981,2213.8735632183907,6193.824378953299,4.4823105124851415
Haryana,Jind,2025-04-01,12534,1073.7411764705882,2556.2446188227964,4.4814871206200975
Uttar Pradesh,Sambhal,2025-07-01,12990,1201.7093023255813,2630.4148850403544,4.479829754209829
Madhya Pradesh,Chhindwara,2025-05-01,20557,1611.3908045977012,4228.095396594685,4.479825451716581
Madhya Pradesh,Balaghat,2025-04-01,18511,1473.9767441860465,3802.308889815561,4.47952657787944
Chhattisgarh,Sakti,2025-07-01,785,48.48192771084337,163.50515479647453,4.477173211990684
Tamil Nadu,Ramanathapuram,2025-03-01,13504,1154.2413793103449,2757.880615177199,4.4763657233846805
Karnataka,Ramanagar,2025-05-01,5868,481.43529411764706,1202.42276701843,4.476036895353053
Kerala,Kottayam,2025-07-01,11501,909.4767441860465,2365.805863084658,4.47502831601491
Bihar,Saran,2025-03-01,20868,1726.7790697674418,4277.162804535028,4.474168423404102
Tamil Nadu,Kanniyakumari,2025-06-01,8725,798.0689655172414,1770.7661841444178,4.474027727485192
Jammu and Kashmir,Anantnag,2025-07-01,5825,553.046511627907,1177.414694369448,4.473767607924337
Kerala,Kasaragod,2025-06-01,10973,824.7816091954023,2268.3813685415025,4.471799465475786
Andhra Pradesh,Ananthapuramu,2025-05-01,19399,1274.4418604651162,4052.1426332385486,4.471729662534223
Uttarakhand,Nainital,2025-04-01,7025,806.5232558139535,1390.7782563285684,4.468008259153318
Punjab,Moga,2025-07-01,9208,713.3023255813954,1900.3052576441034,4.4678242172139875
Uttar Pradesh,Firozabad,2025-05-01,15812,1307.6666666666667,3245.7021946620584,4.467404912338458
Chhattisgarh,Korba,2025-06-01,13781,1184.5813953488373,2819.495964405137,4.466029649968969
Odisha,Kendujhar,2025-05-01,14958,1171.7701149425288,3088.1496932522077,4.462791141255297
Karnataka,Gadag,2025-05-01,6038,479.11764705882354,1244.6667790040442,4.462575743880482
Tripura,Sepahijala,2025-04-01,3365,242.28395061728395,698.8160028678492,4.462195829454902
Uttar Pradesh,Bhadohi,2025-04-01,915,78.79518072289157,186.42907230601548,4.46144671682436
Chhattisgarh,Baloda Bazar,2025-04-01,17995,1599.3977272727273,3674.433719885808,4.460861906996017
Punjab,Fazilka,2025-07-01,8947,697.6704545454545,1849.220641812529,4.45856529704115
Arunachal Pradesh,East Kameng,2025-05-01,534,53.04938271604938,106.9146740670531,4.4567675475265816
Telangana,Jagitial,2025-07-01,1217,124.94186046511628,244.0575802190547,4.456332828222262
Andaman and Nicobar Islands,South Andaman,2025-03-01,1398,123.41463414634147,285.049354670402,4.4558232523275185
Chhattisgarh,Kondagaon,2025-07-01,7804,666.8139534883721,1600.8199554245202,4.455673075080466
Gujarat,Chhotaudepur,2025-07-01,5671,393.04651162790697,1183.620337647833,4.455396653793679
Nagaland,Peren,2025-05-01,710,55.90243902439025,145.84209368448472,4.454428185837842
Himachal Pradesh,Shimla,2025-07-01,4981,456.632183908046,1015.070087108693,4.452810759311297
Tripura,South Tripura,2025-04-01,8887,661.5632183908046,1846.4095749945038,4.452416450008745
Karnataka,Raichur,2025-06-01,14757,1289.2674418604652,3024.182481361625,4.451874437695987
Tamil Nadu,Chennai,2025-07-01,29126,2648.068181818182,5947.562334220276,4.45114808091735
Uttarakhand,Chamoli,2025-03-01,3524,326.4597701149425,717.787407870618,4.448520097698506
Maharashtra,Yavatmal,2025-07-01,37277,3760.770114942529,7539.114342070784,4.445055918853973
Madhya Pradesh,Mandsaur,2025-06-01,15233,1050.6818181818182,3190.3985862233535,4.443919428629345
Nagaland,Kohima,2025-07-01,2066,164.1529411764706,427.0487455694455,4.443061867389537
Maharashtra,Sangli,2025-07-01,26025,2623.6823529411763,5266.065960042489,4.442951317600368
Uttar Pradesh,Deoria,2025-04-01,19054,1593.2528735632184,3929.207231770187,4.44270393308812
Karnataka,Chikmagalur,2025-07-01,145,16.488095238095237,27.926967597999898,4.442633135551701
Karnataka,Ballari,2025-06-01,5359,439.52941176470586,1106.3439315863684,4.4425859463443444
Madhya Pradesh,Hoshangabad,2025-06-01,15109,1128.5581395348838,3146.219619889881,4.442156426615783
Tamil Nadu,Perambalur,2025-07-01,7619,663.2209302325581,1564.9604873881588,4.441861161751838
Karnataka,Mysuru,2025-05-01,7804,634.7558139534884,1613.0722017030039,4.4417121975598475
Madhya Pradesh,Chhatarpur,2025-06-01,25808,1843.3837209302326,5395.705100668395,4.4406014099420945
Odisha,Bargarh,2025-07-01,10450,918.0909090909091,2146.6103439264516,4.438379204992098
Uttar Pradesh,Hathras,2025-04-01,11425,913.6818181818181,2367.5454360686576,4.4378790551153635
Jammu and Kashmir,Kulgam,2025-07-01,3761,302.8705882352941,778.2659722289105,4.437675370160877
Uttar Pradesh,Kaushambi,2025-07-01,13565,1121.7816091954023,2803.2983788009574,4.437194873722739
Gujarat,Narmada,2025-07-01,6520,472.26506024096386,1362.1186249363416,4.436690123019535
Bihar,Bhojpur,2025-04-01,14254,1102.2272727272727,2965.4947125702533,4.433438789404639
Madhya Pradesh,Harda,2025-04-01,6175,449.6309523809524,1290.5588943373718,4.432913646230915
Orissa,Nayagarh,2025-04-01,91,15.037974683544304,16.139172791986812,4.432070686163495
Maharashtra,Mumbai City,2025-07-01,5639,553.1511627906976,1146.658147092127,4.431501532137899
Puducherry,Karaikal,2025-07-01,1541,158.9764705882353,311.00941558517655,4.429428922264306
Punjab,Firozpur,2025-07-01,1641,135.05882352941177,339.034460706015,4.428789874249205
Odisha,Baleshwar,2025-04-01,2578,244.93023255813952,525.8334513937385,4.428476895819204
Odisha,Baudh,2025-04-01,716,59.75308641975309,147.1979560714242,4.428177897837997
Uttar Pradesh,Pilibhit,2025-07-01,18399,1541.25,3806.003434533154,4.428088991747189
Chhattisgarh,Surajpur,2025-04-01,8403,816.1590909090909,1712.4947445937557,4.427700133325846
Uttar Pradesh,Aligarh,2025-04-01,27466,2267.0454545454545,5690.862827555069,4.427189359424306
Bihar,Sheikhpura,2025-03-01,5340,475.56470588235294,1098.1262986501665,4.425729145132497
Mizoram,Mamit,2025-04-01,2917,139.15584415584416,627.0394947884918,4.423040555402754
Chhattisgarh,Narayanpur,2025-04-01,3106,277.1625,638.5721898218901,4.423015173295423
Jammu and Kashmir,Punch,2025-04-01,5839,532.9885057471264,1198.6377005065576,4.423011624269863
Jharkhand,Pakur,2025-04-01,6406,433.56976744186045,1349.8008440524293,4.42139954150512
Karnataka,Bagalkot,2025-07-01,11002,907.4588235294118,2282.1342587740155,4.421352418359794
Andhra Pradesh,Annamayya,2025-06-01,1410,115.61904761904762,291.75736349043405,4.421343794562649
Haryana,Gurgaon,2025-07-01,9419,813.6896551724138,1945.4510764699933,4.421025757520624
Uttar Pradesh,Sant Ravidas Nagar,2025-04-01,8564,791.546511627907,1757.4382135033384,4.420089047591286
Madhya Pradesh,Mandla,2025-06-01,10260,741.0357142857143,2152.6005088070456,4.420023234015288
Karnataka,Kolar,2025-05-01,9057,756.2705882352941,1876.9846283222414,4.420019890780699
Madhya Pradesh,Agar Malwa,2025-06-01,2488,202.56626506024097,516.21252460144,4.418751724353344
Uttar Pradesh,Hapur,2025-07-01,7060,667.7058823529412,1445.7618013609676,4.418345930638916
Haryana,Fatehabad,2025-03-01,9730,802.2298850574713,2020.6268351686006,4.416131582561807
Andhra Pradesh,Anantapur,2025-05-01,11682,1075.4597701149426,2401.0642010952856,4.415593981646586
Rajasthan,Udaipur,2025-03-01,22554,2042.9318181818182,4644.424784782792,4.415326720821555
Nagaland,Mokokchung,2025-04-01,1183,99.36046511627907,244.44327684572397,4.415030424992469
Telangana,Siddipet,2025-07-01,1125,188.47674418604652,211.15484849048502,4.4143382179453505
Kerala,Kollam,2025-07-01,18851,1463.344827586207,3938.465232973272,4.413709512367148
Assam,Charaideo,2025-06-01,997,95.32183908045977,203.3155122974253,4.413165455626067
Bihar,Purnia,2025-07-01,34735,2627.022988505747,7274.93846050374,4.412898375348724
Odisha,Jagatsinghapur,2025-03-01,5838,560.1744186046511,1195.035792640051,4.412765582663226
Odisha,Ganjam,2025-05-01,24929,2090.2413793103447,5174.718066616337,4.412674401258618
Karnataka,Chitradurga,2025-06-01,8561,720.3176470588236,1775.8599272556646,4.412662040868354
Madhya Pradesh,Anuppur,2025-07-01,11947,849.4047619047619,2514.1377171308545,4.412321107710487
Gujarat,Devbhumi Dwarka,2025-07-01,3884,303.14285714285717,810.6067955157525,4.412059093937985
Meghalaya,West Garo Hills,2025-06-01,6131,408.1707317073171,1296.2534979642844,4.411496501858145
Gujarat,Surat,2025-07-01,40685,3164.0337078651687,8504.664126029795,4.4112917858242024
Arunachal Pradesh,Lower Siang,2025-10-31,59,7.245614035087719,10.732595049251978,4.411162726375008
Maharashtra,Mumbai( Sub Urban ),2025-05-01,220,59.36144578313253,35.421358553656,4.410559094884243
Odisha,Khordha,2025-04-01,880,105.82352941176471,174.53756427926288,4.41031794970447
Gujarat,Dohad,2025-04-01,2355,189.34939759036143,490.18608795314,4.409022681066336
Jharkhand,Dhanbad,2025-03-01,24150,1736.4252873563219,5082.879504888303,4.408754119977146
Orissa,Dhenkanal,2025-03-01,225,20.415584415584416,45.40616427237916,4.40856120716238
Bihar,Siwan,2025-03-01,17190,1446.0229885057472,3570.34507477271,4.408416627871291
Nagaland,Longleng,2025-07-01,483,33.01234567901235,101.07713562264718,4.408309966538206
Bihar,Buxar,2025-03-01,8201,663.1162790697674,1708.965062931396,4.408209199320146
Odisha,Debagarh,2025-05-01,2151,188.91860465116278,444.1077827606924,4.408103994900782
Telangana,Sangareddy,2025-06-01,2210,256.7325581395349,442.13592332245804,4.407829153672846
Karnataka,Yadgir,2025-06-01,8650,708.1627906976744,1800.9262509671812,4.407415234136001
Karnataka,Bijapur,2025-06-01,7578,640.8139534883721,1573.5289788664272,4.405880196314973
Karnataka,Bijapur,2025-07-01,7576,640.8139534883721,1573.5289788664272,4.4046099751714785
Maharashtra,Osmanabad,2025-06-01,21421,1802.9651162790697,4455.08710008649,4.402525005254084
Andhra Pradesh,Anakapalli,2025-04-01,940,81.0,194.14691444945467,4.40181184736329
Goa,South Goa,2025-05-01,4390,359.81176470588235,914.6875539158249,4.401270081764806
Jammu and Kashmir,Samba,2025-07-01,1324,130.52325581395348,270.1912493355591,4.4008674583348935
Madhya Pradesh,Dewas,2025-06-01,18184,1394.1976744186047,3815.7084418763297,4.399026695716734
Tamil Nadu,Nagapattinam,2025-07-01,9921,916.7840909090909,2046.0013002594924,4.3987348263772335
Tripura,West Tripura,2025-04-01,14551,1048.409090909091,3069.2647052219204,4.397858883673984
Telangana,Rangareddy,2025-07-01,423,33.566265060240966,87.6055729337514,4.395138161692501
Uttar Pradesh,Siddharthnagar,2025-04-01,13591,1247.4418604651162,2808.6860675397297,4.393216125509489
Kerala,Alappuzha,2025-07-01,12826,1007.2298850574713,2689.4761126457042,4.392817337939653
Maharashtra,Chandrapur,2025-06-01,24996,2455.5632183908046,5130.363368746466,4.392679910157204
Gujarat,Rajkot,2025-06-01,26230,1917.1704545454545,5535.296665717912,4.3915330072547345
Uttar Pradesh,Kushinagar *,2025-07-01,29,2.5483870967741935,5.025526238961908,4.389925768173728
Gujarat,Tapi,2025-04-01,5851,470.88235294117646,1224.56188872908,4.389919184446947
Karnataka,Vijayapura,2025-07-01,7524,624.6117647058824,1571.0290083566374,4.388842825811833
Manipur,Chandel,2025-03-01,1144,102.15294117647059,236.40610266689657,4.3884594672165615
Karnataka,Chamarajanagar,2025-05-01,199,22.77777777777778,39.17109903998098,4.386791161646686
Chhattisgarh,Bijapur,2025-07-01,3588,324.2325581395349,743.1408175387774,4.385954062640018
Kerala,Alappuzha,2025-06-01,12804,1007.2298850574713,2689.4761126457042,4.384640346552665
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-03-01,386,26.373333333333335,81.02364908908825,4.384426572829816
Odisha,Koraput,2025-07-01,15598,1181.6136363636363,3287.608764624708,4.383734094098465
Uttar Pradesh,Jalaun,2025-03-01,10469,868.3953488372093,2189.7696160263586,4.382297700739739
Uttar Pradesh,Azamgarh,2025-04-01,21765,1970.4318181818182,4516.667225165477,4.381590585413941
Tamil Nadu,Tiruchirappalli,2025-07-01,25428,2199.659090909091,5300.747531074488,4.381261229989821
Madhya Pradesh,Ashok Nagar,2025-06-01,12484,864.8372093023256,2651.095928148629,4.381124629533579
Karnataka,Kalaburagi,2025-06-01,9742,825.1411764705882,2034.7490377190497,4.380136577895812
Odisha,Balangir,2025-07-01,12324,1022.6666666666666,2580.0679667749646,4.378549297736747
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025-05-01,3589,313.04597701149424,747.3838699251709,4.377371232381131
Karnataka,Kodagu,2025-05-01,2639,206.01190476190476,554.871688066723,4.376887953584815
Jammu and Kashmir,Udhampur,2025-07-01,6616,535.0235294117647,1388.4162866928855,4.37664113255955
Chhattisgarh,Bilaspur,2025-06-01,23532,2241.8045977011493,4864.935662088211,4.375354891799409
Andhra Pradesh,East Godavari,2025-06-01,42300,3430.1136363636365,8885.366324613215,4.374103536107397
Kerala,Thiruvananthapuram,2025-05-01,22124,1750.7882352941176,4659.3782517324225,4.371579014457134
Jammu and Kashmir,Kathua,2025-06-01,5227,461.1034482758621,1089.3434873170465,4.371004740397304
Nagaland,Noklak,2025-05-01,123,10.375,24.767901478768284,4.370747850491375
Odisha,Sundargarh,2025-06-01,2038,178.9404761904762,424.373254417418,4.3704194010872905
Tripura,Khowai,2025-04-01,1492,107.83529411764705,315.7131702706634,4.370404630471933
Assam,Golaghat,2025-04-01,1973,231.6551724137931,397.5172316752433,4.369559680684651
Punjab,Fazilka,2025-03-01,8781,697.6704545454545,1849.220641812529,4.368846267727229
Assam,Karimganj,2025-07-01,2904,405.0681818181818,571.0295963393727,4.36853588376091
Nagaland,Niuland,2025-04-01,88,7.3076923076923075,17.475025557023464,4.367642547678734
Gujarat,Morbi,2025-07-01,5266,384.0843373493976,1116.7493245021822,4.36763016146298
Kerala,Malappuram,2025-07-01,31700,2604.7558139534885,6660.941909963409,4.367381850407987
Haryana,Kurukshetra,2025-07-01,9917,823.435294117647,2081.6456484912014,4.366352342497774
Madhya Pradesh,Ashok Nagar,2025-04-01,12444,864.8372093023256,2651.095928148629,4.366042218835138
Himachal Pradesh,Hamirpur,2025-07-01,2921,280.22352941176473,603.9188170069004,4.365505579169496
Jharkhand,Pashchimi Singhbhum,2025-03-01,2280,170.0120481927711,482.56617122335524,4.36339032250592
Maharashtra,Chatrapati Sambhaji Nagar,2025-06-01,360,27.209876543209877,75.27063106706737,4.363280056830216
Uttar Pradesh,Bareilly,2025-04-01,30874,2668.2727272727275,6463.864649002714,4.362926187028271
Jharkhand,Ramgarh,2025-03-01,5533,432.98837209302326,1168.0006496189371,4.362710687602649
Maharashtra,Palghar,2025-05-01,18422,1815.5402298850574,3806.523845472852,4.3614854283473585
Telangana,Narayanpet,2025-06-01,818,75.74698795180723,169.1849070254412,4.3614502896971485
Madhya Pradesh,Datia,2025-06-01,7286,553.3411764705883,1542.7969464343553,4.361103860892819
Chhattisgarh,Bilaspur,2025-04-01,23462,2241.8045977011493,4864.935662088211,4.360969169327698
Karnataka,Tumakuru,2025-06-01,6150,506.5232558139535,1293.1669900514341,4.360702125435727
Uttar Pradesh,Shrawasti,2025-04-01,7627,650.1609195402299,1599.1337834980307,4.360159851889257
Jharkhand,West Singhbhum,2025-03-01,20528,1507.8850574712644,4361.624266537471,4.359787545404323
Ladakh,Leh,2025-07-01,404,33.583333333333336,83.97019097207976,4.359371944784511
Tamil Nadu,Namakkal,2025-03-01,15354,1406.8720930232557,3199.1313776840466,4.358298538690109
Tamil Nadu,Kancheepuram,2025-03-01,28476,2658.1704545454545,5923.421627337447,4.3578649815066575
Odisha,Rayagada,2025-07-01,8293,684.546511627907,1745.5529624935596,4.3562684051158
Karnataka,Udupi,2025-05-01,4720,402.6162790697674,990.1442458028935,4.355959023333543
Uttar Pradesh,Unnao,2025-04-01,19683,1682.6436781609195,4136.297948697072,4.350751757559013
Tamil Nadu,Cuddalore,2025-03-01,20147,1932.2413793103449,4186.870991190497,4.349407768053451
Uttar Pradesh,Bhadohi,2025-07-01,894,78.79518072289157,186.42907230601548,4.34940433331561
Uttar Pradesh,Sultanpur,2025-03-01,11709,1131.7816091954023,2431.5854786790783,4.348138424532628
Uttar Pradesh,Etawah,2025-04-01,10511,941.6071428571429,2200.0416919261843,4.34766542235211
Tamil Nadu,Chengalpattu,2025-06-01,568,75.27710843373494,112.34000148210919,4.347299145254041
Uttar Pradesh,Kasganj,2025-04-01,9283,856.5402298850574,1937.8812501393913,4.346042218681078
Punjab,Muktsar,2025-07-01,1173,103.24418604651163,245.15833712096745,4.3458037069359445
Andhra Pradesh,Ananthapur,2025-03-01,13937,978.2790697674419,2980.898856350557,4.345794929507532
Odisha,Baleswar,2025-05-01,13020,1203.0229885057472,2718.213242559075,4.345733841886264
Uttar Pradesh,Kaushambi,2025-05-01,13307,1121.7816091954023,2803.2983788009574,4.3451932515165055
Andhra Pradesh,Medak,2025-06-01,2162,260.98837209302326,436.60178367736864,4.344158773604402
Jharkhand,Sahibganj,2025-03-01,245,26.2125,49.364747773940984,4.344060273706005
Arunachal Pradesh,Kurung Kumey,2025-04-01,574,43.46153846153846,121.13228706266123,4.34396566459337
Assam,Goalpara,2025-07-01,2666,317.51724137931035,539.6911231623218,4.343483105262018
Kerala,Kozhikode,2025-05-01,20311,1749.2643678160919,4275.32883125304,4.340577248533291
Uttar Pradesh,Hardoi,2025-03-01,26167,2304.4606741573034,5497.1834793667085,4.340076939118669
Odisha,Sonapur,2025-03-01,3454,305.2906976744186,724.6115205247257,4.339387142101319
Madhya Pradesh,Narmadapuram,2025-07-01,1125,82.53012048192771,239.25567186739175,4.33900216138689
Uttar Pradesh,Bhadohi,2025-03-01,892,78.79518072289157,186.42907230601548,4.3387336301243
Karnataka,Koppal,2025-07-01,8298,695.4883720930233,1751.5295886348026,4.33802183838119
Madhya Pradesh,Mauganj,2025-07-01,71,12.783132530120483,12.421507893982534,4.337580242826572
Tamil Nadu,Namakkal,2025-07-01,15285,1406.8720930232557,3199.1313776840466,4.33673692391355
Odisha,Balangir,2025-03-01,12214,1022.6666666666666,2580.0679667749646,4.335931280150234
Uttar Pradesh,Hardoi,2025-07-01,26134,2304.4606741573034,5497.1834793667085,4.334074956805084
Kerala,Palakkad,2025-06-01,23540,1837.3218390804598,5006.689066323481,4.333870947952665
Tamil Nadu,Kallakurichi,2025-06-01,619,56.68235294117647,128.76355331018337,4.3334020432892615
Andhra Pradesh,Warangal,2025-06-01,5997,588.1590909090909,1247.339466430092,4.332828573111374
Andhra Pradesh,N. T. R,2025-04-01,1937,157.6627906976744,409.8448088057985,4.330922945027151
Nagaland,Longleng,2025-06-01,475,33.01234567901235,101.07713562264718,4.329937861451186
Madhya Pradesh,Ujjain,2025-06-01,20421,1764.129411764706,4308.291473836168,4.329451999594446
Maharashtra,Buldana,2025-06-01,3326,415.54651162790697,671.3355373384984,4.32887052184299
Telangana,Rajanna Sircilla,2025-06-01,841,97.40963855421687,170.78106339194167,4.328709735305233
Karnataka,Gadag,2025-06-01,5871,479.11764705882354,1244.6667790040442,4.3285109981436465
Karnataka,Haveri,2025-05-01,10329,785.3793103448276,2204.027994595874,4.328117698752517
Madhya Pradesh,Ratlam,2025-06-01,18857,1587.6117647058823,3989.5942450750713,4.327522963931214
Telangana,Komaram Bheem,2025-07-01,1049,115.20238095238095,214.79431347849157,4.3272577668766585
Andhra Pradesh,West Godavari,2025-06-01,31079,2533.4942528735633,6596.702960612067,4.326582435969242
Karnataka,Shivamogga,2025-06-01,4722,391.3255813953488,1000.3204950163012,4.324963326086868
Kerala,Thrissur,2025-06-01,20606,1692.0,4373.092678696691,4.324096764597049
Chhattisgarh,Kawardha,2025-05-01,6948,706.8720930232558,1442.574323064493,4.323385230161036
Himachal Pradesh,Kangra,2025-07-01,10778,1033.4827586206898,2253.032632543064,4.323148254683991
Karnataka,Yadgir,2025-07-01,8492,708.1627906976744,1800.9262509671812,4.319731290403457
Chhattisgarh,Surajpur,2025-07-01,8216,816.1590909090909,1712.4947445937557,4.318566445819653
Uttarakhand,Chamoli,2025-07-01,3430,326.4597701149425,717.787407870618,4.317744295325351
Uttar Pradesh,Bulandshahr,2025-04-01,24012,2054.909090909091,5084.576449400821,4.317522532116861
West Bengal,Jhargram,2025-07-01,513,47.129411764705885,106.91516310065816,4.317007683162672
Bihar,Banka,2025-03-01,14796,1155.6117647058823,3159.0242092490907,4.31654548574976
Karnataka,Shimoga,2025-05-01,3572,319.6309523809524,752.7778881648459,4.314757833421319
Chhattisgarh,Bijapur,2025-04-01,3535,324.2325581395349,743.1408175387774,4.314730983955401
Chhattisgarh,Durg,2025-07-01,19995,2067.2528735632186,4155.820838569458,4.312850570823855
Meghalaya,South West Khasi Hills,2025-05-01,484,42.370370370370374,101.40900409288672,4.31241015906242
Maharashtra,Chandrapur,2025-03-01,24577,2455.5632183908046,5130.363368746466,4.311025197775695
Bihar,Kishanganj,2025-07-01,17037,1605.4431818181818,3578.8397685127807,4.310683666323074
Andhra Pradesh,Guntur,2025-06-01,41700,3314.7045454545455,8903.86285040542,4.310599287084792
Haryana,Panipat,2025-04-01,10957,927.5930232558139,2326.2489188436693,4.309554897860886
Gujarat,The Dangs,2025-04-01,4575,328.8235294117647,984.4748440094322,4.308761909449202
Uttar Pradesh,Meerut,2025-04-01,22580,1996.0,4776.72246785217,4.30832894512049
Uttar Pradesh,Rae Bareli,2025-03-01,16291,1479.7471264367816,3438.954469353754,4.305653753709633
Karnataka,Hassan,2025-06-01,6637,540.3678160919541,1415.032903840809,4.305431157264572
Karnataka,Bengaluru,2025-05-01,41840,3375.8522727272725,8934.36328580573,4.304710004166808
Madhya Pradesh,Ashok Nagar,2025-07-01,12281,864.8372093023256,2651.095928148629,4.3045813952389915
Odisha,Jajpur,2025-07-01,53,4.766666666666667,10.205293851666891,4.304513024989361
Andhra Pradesh,K.V.Rangareddy,2025-10-25,44,10.171052631578947,6.859325832557669,4.304306512943244
Maharashtra,Hingoli,2025-06-01,13702,1361.2093023255813,2866.201220785116,4.3041243872989075
Odisha,Sundergarh,2025-06-01,13616,1083.4252873563219,2911.846695396694,4.302517785247498
Uttar Pradesh,Kanpur Nagar,2025-04-01,23101,2109.7441860465115,4879.217970574543,4.301294725055531
Bihar,Gopalganj,2025-07-01,14673,1175.9545454545455,3136.9245569619698,4.301265122706719
Madhya Pradesh,Neemuch,2025-05-01,9054,655.2988505747127,1952.8996158660655,4.298430216796253
Uttar Pradesh,Balrampur,2025-04-01,12054,1173.7011494252874,2530.297128957905,4.298309639790869
Jammu and Kashmir,Shupiyan,2025-06-01,2094,191.71604938271605,441.60735485745425,4.297904067206321
West Bengal,Kalimpong,2025-07-01,71,9.38961038961039,13.340831509786867,4.2961518352923775
Madhya Pradesh,Sheopur,2025-07-01,9264,654.2790697674419,2003.123394344077,4.2960034070409145
Tamil Nadu,Sivaganga,2025-07-01,11371,1081.7045454545455,2394.808926983677,4.294706200756868
Karnataka,Uttara Kannada,2025-06-01,5789,501.8139534883721,1230.242257459198,4.294188259443199
Assam,Karbi Anglong,2025-05-01,3493,445.52272727272725,708.8611065949741,4.293061338922001
Karnataka,Bijapur,2025-03-01,7400,640.8139534883721,1573.5289788664272,4.292830514544016
Andhra Pradesh,Adilabad,2025-06-01,5640,612.2117647058824,1170.356499351471,4.292278429391722
Gujarat,Porbandar,2025-05-01,5187,373.31325301204816,1120.4999311904596,4.292186395302117
Bihar,Saran,2025-07-01,20089,1726.7790697674418,4277.162804535028,4.292080916314791
Assam,Dhemaji,2025-04-01,2174,238.27586206896552,450.00296354722275,4.2920430560061105
Odisha,Jagatsinghpur,2025-05-01,1145,142.27058823529413,232.63185652930017,4.29192074514441
Madhya Pradesh,Rewa,2025-04-01,29718,2240.9080459770116,6402.985945221333,4.2906234006535335
Assam,Bongaigaon,2025-03-01,4181,420.7816091954023,876.0785037735627,4.287208470651769
Chhattisgarh,Raipur,2025-06-01,23619,2186.0113636363635,4999.079438232046,4.286529624405731
Maharashtra,Nanded,2025-06-01,40794,3892.5,8607.997612485246,4.286387528611159
Arunachal Pradesh,Namsai,2025-05-01,836,75.0375,176.55475313463066,4.28579064522706
Uttar Pradesh,Sitapur,2025-07-01,37047,3038.057471264368,7940.751265431337,4.2822976182556785
